frequency,angle,length,velocity,thickness,target
-0.7572148,-0.25055143,0.98440963,1.3129357,-0.4522854,0.7046562
-0.71596485,-0.25055143,0.98440963,1.3129357,-0.4522854,0.7557105
-0.6620227,-0.25055143,0.98440963,1.3129357,-0.4522854,0.8003828
-0.59856135,-0.25055143,0.98440963,1.3129357,-0.4522854,0.8142101
-0.51923466,-0.25055143,0.98440963,1.3129357,-0.4522854,0.797724
-0.4081773,-0.25055143,0.98440963,1.3129357,-0.4522854,0.72007895
-0.2812546,-0.25055143,0.98440963,1.3129357,-0.4522854,0.5985588
-0.12260119,-0.25055143,0.98440963,1.3129357,-0.4522854,0.5413886
0.08364822,-0.25055143,0.98440963,1.3129357,-0.4522854,0.5249024
0.35335898,-0.25055143,0.98440963,1.3129357,-0.4522854,0.45071405
0.67066574,-0.25055143,0.98440963,1.3129357,-0.4522854,0.39008707
1.0831646,-0.25055143,0.98440963,1.3129357,-0.4522854,0.36003935
1.622586,-0.25055143,0.98440963,1.3129357,-0.4522854,0.30632603
2.2571995,-0.25055143,0.98440963,1.3129357,-0.4522854,0.21192865
-0.8365415,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.6283671
-0.81591654,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.69963026
-0.78894544,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.7403141
-0.7572148,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.76770306
-0.71596485,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.7613211
-0.6620227,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.6943122
-0.59856135,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.5903423
-0.51923466,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.594065
-0.4081773,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.52386534
-0.2812546,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.38639095
-0.12260119,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.33959112
0.08364822,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.40048406
0.35335898,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.3302844
0.67066574,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.31725475
1.0831646,-0.25055143,0.98440963,-0.72334456,-0.38008854,0.24359833
-0.8524068,0.08750573,0.98440963,1.3129357,-0.053209223,0.940729
-0.8365415,0.08750573,0.98440963,1.3129357,-0.053209223,0.9715744
-0.81591654,0.08750573,0.98440963,1.3129357,-0.053209223,0.96864945
-0.78894544,0.08750573,0.98440963,1.3129357,-0.053209223,0.958811
-0.7572148,0.08750573,0.98440963,1.3129357,-0.053209223,0.8886113
-0.71596485,0.08750573,0.98440963,1.3129357,-0.053209223,0.8080412
-0.6620227,0.08750573,0.98440963,1.3129357,-0.053209223,0.7277369
-0.59856135,0.08750573,0.98440963,1.3129357,-0.053209223,0.62376684
-0.51923466,0.08750573,0.98440963,1.3129357,-0.053209223,0.63759416
-0.4081773,0.08750573,0.98440963,1.3129357,-0.053209223,0.59425104
-0.2812546,0.08750573,0.98440963,1.3129357,-0.053209223,0.5139469
-0.12260119,0.08750573,0.98440963,1.3129357,-0.053209223,0.49746054
0.08364822,0.08750573,0.98440963,1.3129357,-0.053209223,0.45411763
0.35335898,0.08750573,0.98440963,1.3129357,-0.053209223,0.42087916
0.67066574,0.08750573,0.98440963,1.3129357,-0.053209223,0.31690904
1.0831646,0.08750573,0.98440963,1.3129357,-0.053209223,0.33073637
-0.8524068,0.08750573,0.98440963,0.29800728,0.0023367617,0.847023
-0.8365415,0.08750573,0.98440963,0.29800728,0.0023367617,0.87760264
-0.81591654,0.08750573,0.98440963,0.29800728,0.0023367617,0.87494344
-0.78894544,0.08750573,0.98440963,0.29800728,0.0023367617,0.86537075
-0.7572148,0.08750573,0.98440963,0.29800728,0.0023367617,0.79224604
-0.71596485,0.08750573,0.98440963,0.29800728,0.0023367617,0.73268294
-0.6620227,0.08750573,0.98440963,0.29800728,0.0023367617,0.6664717
-0.59856135,0.08750573,0.98440963,0.29800728,0.0023367617,0.58005166
-0.51923466,0.08750573,0.98440963,0.29800728,0.0023367617,0.5941447
-0.4081773,0.08750573,0.98440963,0.29800728,0.0023367617,0.5311245
-0.2812546,0.08750573,0.98440963,0.29800728,0.0023367617,0.4513521
-0.12260119,0.08750573,0.98440963,0.29800728,0.0023367617,0.4151888
0.08364822,0.08750573,0.98440963,0.29800728,0.0023367617,0.3657299
0.35335898,0.08750573,0.98440963,0.29800728,0.0023367617,0.36971837
0.67066574,0.08750573,0.98440963,0.29800728,0.0023367617,0.2596325
1.0831646,0.08750573,0.98440963,0.29800728,0.0023367617,0.21682131
-0.8524068,0.08750573,0.98440963,-0.72334456,0.091908686,0.7341452
-0.8365415,0.08750573,0.98440963,-0.72334456,0.091908686,0.7580772
-0.81591654,0.08750573,0.98440963,-0.72334456,0.091908686,0.7649906
-0.78894544,0.08750573,0.98440963,-0.72334456,0.091908686,0.76206565
-0.7572148,0.08750573,0.98440963,-0.72334456,0.091908686,0.71579754
-0.71596485,0.08750573,0.98440963,-0.72334456,0.091908686,0.67936826
-0.6620227,0.08750573,0.98440963,-0.72334456,0.091908686,0.60943455
-0.59856135,0.08750573,0.98440963,-0.72334456,0.091908686,0.5094531
-0.51923466,0.08750573,0.98440963,-0.72334456,0.091908686,0.52673715
-0.4081773,0.08750573,0.98440963,-0.72334456,0.091908686,0.47009864
-0.2812546,0.08750573,0.98440963,-0.72334456,0.091908686,0.38367856
-0.12260119,0.08750573,0.98440963,-0.72334456,0.091908686,0.35044008
0.08364822,0.08750573,0.98440963,-0.72334456,0.091908686,0.2906108
0.35335898,0.08750573,0.98440963,-0.72334456,0.091908686,0.28449503
0.67066574,0.08750573,0.98440963,-0.72334456,0.091908686,0.22812247
1.0831646,0.08750573,0.98440963,-0.72334456,0.091908686,0.19834071
-0.8524068,0.08750573,0.98440963,-1.2308085,0.1618243,0.67272055
-0.8365415,0.08750573,0.98440963,-1.2308085,0.1618243,0.71021366
-0.81591654,0.08750573,0.98440963,-1.2308085,0.1618243,0.7142021
-0.78894544,0.08750573,0.98440963,-1.2308085,0.1618243,0.7149998
-0.7572148,0.08750573,0.98440963,-1.2308085,0.1618243,0.6591594
-0.71596485,0.08750573,0.98440963,-1.2308085,0.1618243,0.60650957
-0.6620227,0.08750573,0.98440963,-1.2308085,0.1618243,0.5272689
-0.59856135,0.08750573,0.98440963,-1.2308085,0.1618243,0.41798073
-0.51923466,0.08750573,0.98440963,-1.2308085,0.1618243,0.45547384
-0.4081773,0.08750573,0.98440963,-1.2308085,0.1618243,0.41638532
-0.2812546,0.08750573,0.98440963,-1.2308085,0.1618243,0.31720158
-0.12260119,0.08750573,0.98440963,-1.2308085,0.1618243,0.30124715
0.08364822,0.08750573,0.98440963,-1.2308085,0.1618243,0.26189268
0.35335898,0.08750573,0.98440963,-1.2308085,0.1618243,0.24620423
0.67066574,0.08750573,0.98440963,-1.2308085,0.1618243,0.20339303
1.0831646,0.08750573,0.98440963,-1.2308085,0.1618243,0.19435225
-0.6620227,-1.146403,0.16952018,1.3129357,-0.725786,0.5966177
-0.59856135,-1.146403,0.16952018,1.3129357,-0.725786,0.6362379
-0.51923466,-1.146403,0.16952018,1.3129357,-0.725786,0.6793151
-0.4081773,-1.146403,0.16952018,1.3129357,-0.725786,0.69899243
-0.2812546,-1.146403,0.16952018,1.3129357,-0.725786,0.6718697
-0.12260119,-1.146403,0.16952018,1.3129357,-0.725786,0.6580424
0.08364822,-1.146403,0.16952018,1.3129357,-0.725786,0.6912809
0.35335898,-1.146403,0.16952018,1.3129357,-0.725786,0.6774536
0.67066574,-1.146403,0.16952018,1.3129357,-0.725786,0.61363584
1.0831646,-1.146403,0.16952018,1.3129357,-0.725786,0.5862473
1.622586,-1.146403,0.16952018,1.3129357,-0.725786,0.509134
2.2571995,-1.146403,0.16952018,1.3129357,-0.725786,0.448507
3.0504665,-1.146403,0.16952018,1.3129357,-0.725786,0.36448002
4.1610403,-1.146403,0.16952018,1.3129357,-0.725786,0.26370087
-0.7572148,-1.146403,0.16952018,0.29800728,-0.7160582,0.45717552
-0.71596485,-1.146403,0.16952018,0.29800728,-0.7160582,0.53721386
-0.6620227,-1.146403,0.16952018,0.29800728,-0.7160582,0.620443
-0.59856135,-1.146403,0.16952018,0.29800728,-0.7160582,0.6701676
-0.51923466,-1.146403,0.16952018,0.29800728,-0.7160582,0.70659727
-0.4081773,-1.146403,0.16952018,0.29800728,-0.7160582,0.71271306
-0.2812546,-1.146403,0.16952018,0.29800728,-0.7160582,0.6991519
-0.12260119,-1.146403,0.16952018,0.29800728,-0.7160582,0.6483634
0.08364822,-1.146403,0.16952018,0.29800728,-0.7160582,0.6480974
0.35335898,-1.146403,0.16952018,0.29800728,-0.7160582,0.6342703
0.67066574,-1.146403,0.16952018,0.29800728,-0.7160582,0.58029103
1.0831646,-1.146403,0.16952018,0.29800728,-0.7160582,0.52976847
1.622586,-1.146403,0.16952018,0.29800728,-0.7160582,0.4925413
2.2571995,-1.146403,0.16952018,0.29800728,-0.7160582,0.4220757
3.0504665,-1.146403,0.16952018,0.29800728,-0.7160582,0.36463967
4.1610403,-1.146403,0.16952018,0.29800728,-0.7160582,0.25056514
-0.7572148,-1.146403,0.16952018,-0.72334456,-0.7003734,0.42898935
-0.71596485,-1.146403,0.16952018,-0.72334456,-0.7003734,0.5590183
-0.6620227,-1.146403,0.16952018,-0.72334456,-0.7003734,0.6520861
-0.59856135,-1.146403,0.16952018,-0.72334456,-0.7003734,0.7087246
-0.51923466,-1.146403,0.16952018,-0.72334456,-0.7003734,0.73504925
-0.4081773,-1.146403,0.16952018,-0.72334456,-0.7003734,0.7347835
-0.2812546,-1.146403,0.16952018,-0.72334456,-0.7003734,0.69808805
-0.12260119,-1.146403,0.16952018,-0.72334456,-0.7003734,0.6244316
0.08364822,-1.146403,0.16952018,-0.72334456,-0.7003734,0.5909272
0.35335898,-1.146403,0.16952018,-0.72334456,-0.7003734,0.5840137
0.67066574,-1.146403,0.16952018,-0.72334456,-0.7003734,0.53375715
1.0831646,-1.146403,0.16952018,-0.72334456,-0.7003734,0.47685286
1.622586,-1.146403,0.16952018,-0.72334456,-0.7003734,0.4566438
2.2571995,-1.146403,0.16952018,-0.72334456,-0.7003734,0.31996712
-0.7572148,-1.146403,0.16952018,-1.2308085,-0.6881125,0.48493627
-0.71596485,-1.146403,0.16952018,-1.2308085,-0.6881125,0.6014041
-0.6620227,-1.146403,0.16952018,-1.2308085,-0.6881125,0.6843674
-0.59856135,-1.146403,0.16952018,-1.2308085,-0.6881125,0.73409206
-0.51923466,-1.146403,0.16952018,-1.2308085,-0.6881125,0.74685556
-0.4081773,-1.146403,0.16952018,-1.2308085,-0.6881125,0.7295717
-0.2812546,-1.146403,0.16952018,-1.2308085,-0.6881125,0.6787832
-0.12260119,-1.146403,0.16952018,-1.2308085,-0.6881125,0.5979471
0.08364822,-1.146403,0.16952018,-1.2308085,-0.6881125,0.55380654
0.35335898,-1.146403,0.16952018,-1.2308085,-0.6881125,0.54317015
0.67066574,-1.146403,0.16952018,-1.2308085,-0.6881125,0.5056773
1.0831646,-1.146403,0.16952018,-1.2308085,-0.6881125,0.43494564
1.622586,-1.146403,0.16952018,-1.2308085,-0.6881125,0.38761407
-0.71596485,-0.69002575,0.16952018,1.3129357,-0.6619096,0.63881725
-0.6620227,-0.69002575,0.16952018,1.3129357,-0.6619096,0.6385513
-0.59856135,-0.69002575,0.16952018,1.3129357,-0.6619096,0.6752467
-0.51923466,-0.69002575,0.16952018,1.3129357,-0.6619096,0.711676
-0.4081773,-0.69002575,0.16952018,1.3129357,-0.6619096,0.72497135
-0.2812546,-0.69002575,0.16952018,1.3129357,-0.6619096,0.71087825
-0.12260119,-0.69002575,0.16952018,1.3129357,-0.6619096,0.6635467
0.08364822,-0.69002575,0.16952018,1.3129357,-0.6619096,0.6295105
0.35335898,-0.69002575,0.16952018,1.3129357,-0.6619096,0.6156832
0.67066574,-0.69002575,0.16952018,1.3129357,-0.6619096,0.55798125
1.0831646,-0.69002575,0.16952018,1.3129357,-0.6619096,0.49363154
1.622586,-0.69002575,0.16952018,1.3129357,-0.6619096,0.45613843
2.2571995,-0.69002575,0.16952018,1.3129357,-0.6619096,0.35482758
3.0504665,-0.69002575,0.16952018,1.3129357,-0.6619096,0.2567075
4.1610403,-0.69002575,0.16952018,1.3129357,-0.6619096,0.18571013
-0.7572148,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.46876922
-0.71596485,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.5964049
-0.6620227,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.676709
-0.59856135,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.7235091
-0.51923466,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.7298906
-0.4081773,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.70914984
-0.2812546,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.65836173
-0.12260119,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.5905549
0.08364822,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.51955754
0.35335898,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.49216905
0.67066574,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.48179865
1.0831646,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.4209057
1.622586,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.3530991
2.2571995,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.2448746
3.0504665,-0.69002575,0.16952018,-0.72334456,-0.6231498,0.14010702
-0.78894544,-0.2336486,0.16952018,1.3129357,-0.54221565,0.55151975
-0.7572148,-0.2336486,0.16952018,1.3129357,-0.54221565,0.60922176
-0.71596485,-0.2336486,0.16952018,1.3129357,-0.54221565,0.6804849
-0.6620227,-0.2336486,0.16952018,1.3129357,-0.54221565,0.7419099
-0.59856135,-0.2336486,0.16952018,1.3129357,-0.54221565,0.7929642
-0.51923466,-0.2336486,0.16952018,1.3129357,-0.54221565,0.8171615
-0.4081773,-0.2336486,0.16952018,1.3129357,-0.54221565,0.7940277
-0.2812546,-0.2336486,0.16952018,1.3129357,-0.54221565,0.73738915
-0.12260119,-0.2336486,0.16952018,1.3129357,-0.54221565,0.6437898
0.08364822,-0.2336486,0.16952018,1.3129357,-0.54221565,0.5299811
0.35335898,-0.2336486,0.16952018,1.3129357,-0.54221565,0.47999045
0.67066574,-0.2336486,0.16952018,1.3129357,-0.54221565,0.44356102
1.0831646,-0.2336486,0.16952018,1.3129357,-0.54221565,0.34650478
-0.78894544,-0.2336486,0.16952018,0.29800728,-0.51780564,0.62294257
-0.7572148,-0.2336486,0.16952018,0.29800728,-0.51780564,0.6910151
-0.71596485,-0.2336486,0.16952018,0.29800728,-0.51780564,0.75589675
-0.6620227,-0.2336486,0.16952018,0.29800728,-0.51780564,0.7901987
-0.59856135,-0.2336486,0.16952018,0.29800728,-0.51780564,0.76440555
-0.51923466,-0.2336486,0.16952018,0.29800728,-0.51780564,0.7285078
-0.4081773,-0.2336486,0.16952018,0.29800728,-0.51780564,0.722924
-0.2812546,-0.2336486,0.16952018,0.29800728,-0.51780564,0.6734651
-0.12260119,-0.2336486,0.16952018,0.29800728,-0.51780564,0.5503498
0.08364822,-0.2336486,0.16952018,0.29800728,-0.51780564,0.48413858
0.35335898,-0.2336486,0.16952018,0.29800728,-0.51780564,0.43494564
0.67066574,-0.2336486,0.16952018,0.29800728,-0.51780564,0.4088868
1.0831646,-0.2336486,0.16952018,0.29800728,-0.51780564,0.3697983
1.622586,-0.2336486,0.16952018,0.29800728,-0.51780564,0.307044
-0.81591654,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.58412004
-0.78894544,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.645013
-0.7572148,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.70617163
-0.71596485,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.77052134
-0.6620227,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.7811579
-0.59856135,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.7213286
-0.51923466,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.63118565
-0.4081773,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.6085835
-0.2812546,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.5655065
-0.12260119,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.45515472
0.08364822,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.4189912
0.35335898,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.36580965
0.67066574,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.3631506
1.0831646,-0.2336486,0.16952018,-0.72334456,-0.4784465,0.35357788
-0.81591654,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.59459674
-0.78894544,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.648842
-0.7572148,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.6993645
-0.71596485,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.74696183
-0.6620227,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.7474938
-0.59856135,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.6610737
-0.51923466,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.5480628
-0.4081773,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.54194707
-0.2812546,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.51562226
-0.12260119,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.4193635
0.08364822,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.3964954
0.35335898,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.3403888
0.67066574,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.32735938
1.0831646,-0.2336486,0.16952018,-1.2308085,-0.44768018,0.32470033
-0.81591654,0.070602804,0.16952018,1.3129357,-0.2753331,0.6736246
-0.78894544,0.070602804,0.16952018,1.3129357,-0.2753331,0.7111177
-0.7572148,0.070602804,0.16952018,1.3129357,-0.2753331,0.7621719
-0.71596485,0.070602804,0.16952018,1.3129357,-0.2753331,0.836892
-0.6620227,0.070602804,0.16952018,1.3129357,-0.2753331,0.8680032
-0.59856135,0.070602804,0.16952018,1.3129357,-0.2753331,0.8214693
-0.51923466,0.070602804,0.16952018,1.3129357,-0.2753331,0.77466965
-0.4081773,0.070602804,0.16952018,1.3129357,-0.2753331,0.7315927
-0.2812546,0.070602804,0.16952018,1.3129357,-0.2753331,0.6717634
-0.12260119,0.070602804,0.16952018,1.3129357,-0.2753331,0.5576887
0.08364822,0.070602804,0.16952018,1.3129357,-0.2753331,0.35639638
0.35335898,0.070602804,0.16952018,1.3129357,-0.2753331,0.42446896
0.67066574,0.070602804,0.16952018,1.3129357,-0.2753331,0.39787817
1.0831646,0.070602804,0.16952018,1.3129357,-0.2753331,0.35161003
1.622586,0.070602804,0.16952018,1.3129357,-0.2753331,0.26465824
2.2571995,0.070602804,0.16952018,1.3129357,-0.2753331,0.18435413
-0.8365415,0.070602804,0.16952018,-0.72334456,-0.15580046,0.6410509
-0.81591654,0.070602804,0.16952018,-0.72334456,-0.15580046,0.7226846
-0.78894544,0.070602804,0.16952018,-0.72334456,-0.15580046,0.7641662
-0.7572148,0.070602804,0.16952018,-0.72334456,-0.15580046,0.7785254
-0.71596485,0.070602804,0.16952018,-0.72334456,-0.15580046,0.7928843
-0.6620227,0.070602804,0.16952018,-0.72334456,-0.15580046,0.7705481
-0.59856135,0.070602804,0.16952018,-0.72334456,-0.15580046,0.663653
-0.51923466,0.070602804,0.16952018,-0.72334456,-0.15580046,0.50650156
-0.4081773,0.070602804,0.16952018,-0.72334456,-0.15580046,0.44348127
-0.2812546,0.070602804,0.16952018,-0.72334456,-0.15580046,0.44800165
-0.12260119,0.070602804,0.16952018,-0.72334456,-0.15580046,0.37487698
0.08364822,0.070602804,0.16952018,-0.72334456,-0.15580046,0.2243732
0.35335898,0.070602804,0.16952018,-0.72334456,-0.15580046,0.2892548
0.67066574,0.070602804,0.16952018,-0.72334456,-0.15580046,0.2634617
1.0831646,0.070602804,0.16952018,-0.72334456,-0.15580046,0.24750726
1.622586,0.070602804,0.16952018,-0.72334456,-0.15580046,0.21825723
2.2571995,0.070602804,0.16952018,-0.72334456,-0.15580046,0.19911183
-0.8524068,0.5269799,0.16952018,1.3129357,0.62074435,0.82269263
-0.8365415,0.5269799,0.16952018,1.3129357,0.62074435,0.8495492
-0.81591654,0.5269799,0.16952018,1.3129357,0.62074435,0.8530061
-0.78894544,0.5269799,0.16952018,1.3129357,0.62074435,0.84290147
-0.7572148,0.5269799,0.16952018,1.3129357,0.62074435,0.74185675
-0.71596485,0.5269799,0.16952018,1.3129357,0.62074435,0.7048956
-0.6620227,0.5269799,0.16952018,1.3129357,0.62074435,0.67803866
-0.59856135,0.5269799,0.16952018,1.3129357,0.62074435,0.61076397
-0.51923466,0.5269799,0.16952018,1.3129357,0.62074435,0.5131758
-0.4081773,0.5269799,0.16952018,1.3129357,0.62074435,0.48951
-0.2812546,0.5269799,0.16952018,1.3129357,0.62074435,0.46265325
-0.12260119,0.5269799,0.16952018,1.3129357,0.62074435,0.43233976
0.08364822,0.5269799,0.16952018,1.3129357,0.62074435,0.35815144
0.35335898,0.5269799,0.16952018,1.3129357,0.62074435,0.31108582
0.67066574,0.5269799,0.16952018,1.3129357,0.62074435,0.29752445
1.0831646,0.5269799,0.16952018,1.3129357,0.62074435,0.23024979
-0.8524068,0.5269799,0.16952018,0.29800728,0.738173,0.759832
-0.8365415,0.5269799,0.16952018,0.29800728,0.738173,0.7938682
-0.81591654,0.5269799,0.16952018,0.29800728,0.738173,0.7704682
-0.78894544,0.5269799,0.16952018,0.29800728,0.738173,0.75052506
-0.7572148,0.5269799,0.16952018,0.29800728,0.738173,0.6497462
-0.71596485,0.5269799,0.16952018,0.29800728,0.738173,0.63645077
-0.6620227,0.5269799,0.16952018,0.29800728,0.738173,0.61650765
-0.59856135,0.5269799,0.16952018,0.29800728,0.738173,0.56598514
-0.51923466,0.5269799,0.16952018,0.29800728,0.738173,0.48541504
-0.4081773,0.5269799,0.16952018,0.29800728,0.738173,0.4386152
-0.2812546,0.5269799,0.16952018,0.29800728,0.738173,0.42877653
-0.12260119,0.5269799,0.16952018,0.29800728,0.738173,0.39846304
0.08364822,0.5269799,0.16952018,0.29800728,0.738173,0.31124526
0.35335898,0.5269799,0.16952018,0.29800728,0.738173,0.254341
0.67066574,0.5269799,0.16952018,0.29800728,0.738173,0.23094118
1.0831646,0.5269799,0.16952018,0.29800728,0.738173,0.19078901
-0.8524068,0.5269799,0.16952018,-0.72334456,0.9275102,0.63645077
-0.8365415,0.5269799,0.16952018,-0.72334456,0.9275102,0.6635735
-0.81591654,0.5269799,0.16952018,-0.72334456,0.9275102,0.6704869
-0.78894544,0.5269799,0.16952018,-0.72334456,0.9275102,0.6638392
-0.7572148,0.5269799,0.16952018,-0.72334456,0.9275102,0.6236871
-0.71596485,0.5269799,0.16952018,-0.72334456,0.9275102,0.61384845
-0.6620227,0.5269799,0.16952018,-0.72334456,0.9275102,0.61065763
-0.59856135,0.5269799,0.16952018,-0.72334456,0.9275102,0.54391474
-0.51923466,0.5269799,0.16952018,-0.72334456,0.9275102,0.45669696
-0.4081773,0.5269799,0.16952018,-0.72334456,0.9275102,0.40324938
-0.2812546,0.5269799,0.16952018,-0.72334456,0.9275102,0.38676324
-0.12260119,0.5269799,0.16952018,-0.72334456,0.9275102,0.34342012
0.08364822,0.5269799,0.16952018,-0.72334456,0.9275102,0.2697637
0.35335898,0.5269799,0.16952018,-0.72334456,0.9275102,0.23625925
0.67066574,0.5269799,0.16952018,-0.72334456,0.9275102,0.20621173
1.0831646,0.5269799,0.16952018,-0.72334456,0.9275102,0.17297323
-0.8524068,0.5269799,0.16952018,-1.2308085,1.0755187,0.6360253
-0.8365415,0.5269799,0.16952018,-1.2308085,1.0755187,0.6695298
-0.81591654,0.5269799,0.16952018,-1.2308085,1.0755187,0.6761775
-0.78894544,0.5269799,0.16952018,-1.2308085,1.0755187,0.67963403
-0.7572148,0.5269799,0.16952018,-1.2308085,1.0755187,0.6328344
-0.71596485,0.5269799,0.16952018,-1.2308085,1.0755187,0.60278684
-0.6620227,0.5269799,0.16952018,-1.2308085,1.0755187,0.5892255
-0.59856135,0.5269799,0.16952018,-1.2308085,1.0755187,0.4990827
-0.51923466,0.5269799,0.16952018,-1.2308085,1.0755187,0.40521726
-0.4081773,0.5269799,0.16952018,-1.2308085,1.0755187,0.36533105
-0.2812546,0.5269799,0.16952018,-1.2308085,1.0755187,0.3584174
-0.12260119,0.5269799,0.16952018,-1.2308085,1.0755187,0.30177888
0.08364822,0.5269799,0.16952018,-1.2308085,1.0755187,0.23477018
0.35335898,0.5269799,0.16952018,-1.2308085,1.0755187,0.21482708
0.67066574,0.5269799,0.16952018,-1.2308085,1.0755187,0.17467493
1.0831646,0.5269799,0.16952018,-1.2308085,1.0755187,0.14117067
-0.8524068,0.98335725,0.16952018,1.3129357,2.827964,0.66407865
-0.8365415,0.98335725,0.16952018,1.3129357,2.827964,0.7010398
-0.81591654,0.98335725,0.16952018,1.3129357,2.827964,0.6675352
-0.78894544,0.98335725,0.16952018,1.3129357,2.827964,0.63057417
-0.7572148,0.98335725,0.16952018,1.3129357,2.827964,0.48618618
-0.71596485,0.98335725,0.16952018,1.3129357,2.827964,0.52979505
-0.6620227,0.98335725,0.16952018,1.3129357,2.827964,0.52314734
-0.59856135,0.98335725,0.16952018,1.3129357,2.827964,0.4962906
-0.51923466,0.98335725,0.16952018,1.3129357,2.827964,0.446034
-0.4081773,0.98335725,0.16952018,1.3129357,2.827964,0.45613843
-0.2812546,0.98335725,0.16952018,1.3129357,2.827964,0.37556836
-0.12260119,0.98335725,0.16952018,1.3129357,2.827964,0.31520736
0.08364822,0.98335725,0.16952018,1.3129357,2.827964,0.26468483
0.35335898,0.98335725,0.16952018,1.3129357,2.827964,0.12375353
0.67066574,0.98335725,0.16952018,1.3129357,2.827964,0.12375353
1.0831646,0.98335725,0.16952018,1.3129357,2.827964,0.10381044
-0.8524068,0.98335725,0.16952018,-0.72334456,3.5959167,0.30233738
-0.8365415,0.98335725,0.16952018,-0.72334456,3.5959167,0.33265087
-0.81591654,0.98335725,0.16952018,-0.72334456,3.5959167,0.3361076
-0.78894544,0.98335725,0.16952018,-0.72334456,3.5959167,0.3331828
-0.7572148,0.98335725,0.16952018,-0.72334456,3.5959167,0.30632603
-0.71596485,0.98335725,0.16952018,-0.72334456,3.5959167,0.3502009
-0.6620227,0.98335725,0.16952018,-0.72334456,3.5959167,0.35046667
-0.59856135,0.98335725,0.16952018,-0.72334456,3.5959167,0.3002101
-0.51923466,0.98335725,0.16952018,-0.72334456,3.5959167,0.23346733
-0.4081773,0.98335725,0.16952018,-0.72334456,3.5959167,0.1967719
-0.2812546,0.98335725,0.16952018,-0.72334456,3.5959167,0.16326745
-0.12260119,0.98335725,0.16952018,-0.72334456,3.5959167,0.09306777
0.08364822,0.98335725,0.16952018,-0.72334456,3.5959167,0.07658161
0.35335898,0.98335725,0.16952018,-0.72334456,3.5959167,0.02978176
0.67066574,0.98335725,0.16952018,-0.72334456,3.5959167,0.019943094
1.0831646,0.98335725,0.16952018,-0.72334456,3.5959167,0.0
-0.6620227,-1.146403,-0.9169993,1.3129357,-0.79107815,0.7333743
-0.59856135,-1.146403,-0.9169993,1.3129357,-0.79107815,0.693222
-0.51923466,-1.146403,-0.9169993,1.3129357,-0.79107815,0.66955614
-0.4081773,-1.146403,-0.9169993,1.3129357,-0.79107815,0.6993377
