Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,target
-0.6578372,-0.7344828,-0.7057617,-0.8519608,-0.72483593,-0.7946415,-0.93278676,0.25
-0.6161978,-0.43214875,-0.34709916,-0.74794924,-0.65724903,-0.7490216,-0.7711325,0.25
-0.6161978,-0.68409383,-0.46665338,-0.6857463,-0.5333396,-0.6669056,-0.85375583,0.17857143
-0.6161978,-0.78487176,-0.8253159,-0.9325188,-0.7789055,-0.9315014,-1.0154101,0.21428572
-0.6161978,-0.78487176,-0.94486994,-0.8519608,-0.7428591,-0.7353355,-1.0118177,0.17857143
-0.6161978,-0.78487176,-0.7057617,-0.9386371,-0.8983091,-0.84026146,-0.9830792,0.17857143
-0.5329188,-0.5833159,-0.58620745,-0.84278333,-0.80819315,-0.75358355,-0.8717174,0.21428572
-0.4496401,-0.48253772,-0.8253159,-0.580715,-0.4026715,-0.37493774,-0.7890942,0.21428572
-0.4496401,-0.28098187,-0.34709916,-0.7020619,-0.66851354,-0.6669056,-0.6956939,0.17857143
-0.4080007,-0.5833159,-0.7057617,-0.75916624,-0.6910425,-0.74445957,-0.7819095,0.17857143
-0.4080007,-0.5833159,-0.94486994,-0.7632451,-0.6437316,-0.6349716,-0.88967896,0.21428572
-0.36636132,-0.28098187,-0.34709916,-0.4165401,-0.08951867,-0.65778166,-0.5196705,0.25
-0.28308234,0.5756314,-0.34709916,-0.6245631,-0.5603744,-0.4616158,-0.70287853,0.21428572
-0.19980358,-0.33137083,0.011563333,-0.5694982,-0.50179905,-0.6258476,-0.57714754,0.21428572
-0.19980358,-0.33137083,-0.46665338,-0.584794,-0.6504903,-0.5893517,-0.4945243,0.2857143
-0.19980358,-0.28098187,-0.34709916,-0.6317011,-0.4995461,-0.61216164,-0.75317097,0.25
-0.19980358,-0.18020394,-0.34709916,-0.62660253,-0.4995461,-0.5802277,-0.7747249,0.17857143
-0.1581642,-0.18020394,-0.34709916,-0.5796954,-0.5108106,-0.27913582,-0.7064709,0.21428572
-0.11652483,-0.029036755,-0.34709916,-0.3043708,-0.057978105,-0.37493774,-0.40830877,0.25
-0.11652483,-0.079425715,-0.34709916,-0.5786756,-0.44322366,-0.59847564,-0.7208401,0.17857143
-0.11652483,-0.079425715,-0.34709916,-0.5531826,-0.44097078,-0.55741775,-0.6202553,0.2857143
-0.11652483,-0.28098187,-0.58620745,-0.6388391,-0.6504903,-0.61216164,-0.52326286,0.25
-0.07488545,-0.2305929,-0.34709916,-0.44305274,-0.18864626,-0.49354976,-0.63821685,0.25
-0.033246078,-0.079425715,0.13111737,-0.10654495,-0.03094341,0.035641823,-0.38675484,0.2857143
-0.033246078,-0.28098187,-0.10799071,-0.58989257,-0.58515626,-0.43424377,-0.5879245,0.25
-0.033246078,-0.28098187,-0.34709916,-0.55930096,-0.32156727,-0.46617773,-0.51607823,0.25
-0.033246078,0.52524245,0.25067177,0.38801977,0.73729485,0.16337785,0.10898469,0.21428572
0.008393298,-0.079425715,-0.22754511,-0.37371176,-0.15485281,-0.5117977,-0.4945243,0.25
0.008393298,-0.079425715,0.011563333,-0.4644669,-0.43646505,-0.47530174,-0.39753175,0.2857143
0.008393298,-0.029036755,-0.46665338,-0.14937316,0.072689906,-0.22895397,-0.27180073,0.2857143
0.008393298,-0.12981468,-0.46665338,-0.45019087,-0.2810151,-0.37493774,-0.7064709,0.25
0.050032675,-0.079425715,-0.34709916,-0.4318359,-0.36211932,-0.4889877,-0.35083172,0.25
0.09167255,-0.18020394,-0.34709916,-0.46854585,-0.4499824,-0.28825983,-0.5017089,0.2857143
0.13331193,0.12213013,0.011563333,-0.33088356,-0.2111752,-0.38862383,-0.354424,0.32142857
0.1749513,-0.18020394,-0.10799071,-0.0922688,0.2844624,0.008269923,-0.5951091,0.21428572
0.1749513,0.021352207,-0.46665338,-0.07289418,0.33627892,-0.36581388,-0.35083172,0.2857143
0.1749513,0.07174117,0.011563333,-0.017829234,0.46018833,-0.4889877,-0.14966209,0.2857143
0.21659067,0.07174117,-0.10799071,-0.029046198,0.30473834,0.044765834,-0.45860118,0.25
0.21659067,0.22290835,0.25067177,0.022959558,0.160553,0.13144374,-0.11373887,0.25
0.21659067,0.17251939,0.25067177,0.005624347,0.23264575,-0.037350137,-0.16043901,0.32142857
0.29986942,0.22290835,0.13111737,0.1443064,0.4714528,-0.028226124,-0.034707993,0.2857143
0.29986942,0.37407523,0.48977986,0.13818805,0.2731978,0.33673367,-0.12451589,0.25
0.29986942,0.32368627,0.37022582,-0.38390896,-0.10528903,-0.037350137,0.04432299,0.25
0.29986942,0.07174117,0.13111737,0.047432907,0.31825584,0.07213787,-0.24306226,0.25
0.3415088,0.47485346,0.25067177,0.2666729,0.43765938,0.5374615,-0.06344646,0.2857143
0.3415088,0.2732973,0.25067177,0.32887587,0.9918724,0.017393935,-0.23587762,0.25
0.3415088,0.4244642,0.8484424,0.368645,0.39485434,0.5192135,0.1844232,0.2857143
0.3831482,0.52524245,0.25067177,0.42574936,0.82065195,0.20899777,0.080246106,0.2857143
0.3831482,0.37407523,0.13111737,0.09943867,0.23715149,0.3321716,-0.1352928,0.25
0.3831482,0.32368627,0.25067177,-0.15039293,-0.076001324,-0.18789598,-0.106554225,0.25
0.42478755,0.52524245,0.13111737,0.3380533,0.48046443,0.4416596,0.18801546,0.21428572
0.42478755,0.4244642,0.48977986,0.4879522,0.88598603,0.3047997,0.13413078,0.32142857
0.42478755,0.2732973,0.011563333,0.034176525,0.1875877,0.09494783,-0.12092351,0.2857143
0.42478755,0.6260204,0.6093343,0.08210345,0.3407848,0.14969176,-0.005969414,0.2857143
0.42478755,0.47485346,-0.10799071,0.15960221,0.29347387,0.14969176,0.15209234,0.2857143
0.42478755,0.2732973,-0.22754511,-0.048420828,-0.19765785,0.31848565,0.04432299,0.32142857
0.42478755,0.37407523,0.72888833,0.39515778,0.85444564,0.33673367,-0.077815756,0.2857143
0.42478755,0.37407523,0.13111737,0.03723571,0.25066882,0.12688181,-0.1352928,0.2857143
0.46642694,0.47485346,0.25067177,0.58176655,0.52777535,0.31848565,0.18801546,0.25
0.46642694,0.47485346,1.3266588,2.1011503,2.6387408,2.2390862,1.4525106,0.2857143
0.46642694,0.37407523,-0.10799071,-0.030065846,0.08170151,0.09950977,-0.1352928,0.2857143
0.46642694,0.4244642,0.011563333,0.27075174,0.57058036,0.008269923,0.101799935,0.2857143
0.46642694,0.4244642,0.13111737,0.35436898,0.8454339,0.15425384,-0.06703884,0.25
0.46642694,0.4244642,0.37022582,0.20650937,0.11549495,0.59676754,0.18801546,0.2857143
0.5080663,0.52524245,0.13111737,0.21364738,0.5345339,0.017393935,-0.027523348,0.2857143
0.5080663,0.5756314,0.48977986,0.25851512,0.45117685,0.50552756,0.18801546,0.21428572
0.5497057,0.6260204,0.25067177,0.34009284,0.5480514,0.4690315,0.008399768,0.25
0.63298494,0.6764093,0.48977986,0.40331542,0.56607467,0.6287015,0.12694624,0.2857143
0.63298494,0.47485346,0.72888833,0.7398232,1.5167974,0.5374615,0.008399768,0.25
0.63298494,0.5756314,0.25067177,0.55831295,0.83867514,0.7427513,0.080246106,0.25
0.63298494,0.5756314,0.37022582,0.38292104,0.6877312,0.60132945,-0.09936969,0.32142857
0.6746243,0.6260204,0.6093343,0.71127117,1.1338049,0.42797366,0.38200054,0.2857143
0.6746243,0.6764093,0.011563333,0.58890456,0.88148034,0.6971314,0.25267714,0.2857143
0.6746243,0.7267983,0.72888833,0.7235079,1.0031369,0.51008946,0.56161636,0.32142857
0.6746243,0.6764093,0.6093343,0.46347898,0.3317732,0.3549817,0.84900147,0.2857143
0.7162637,0.7771875,0.48977986,0.3788422,0.775594,0.28655168,0.019176789,0.25
0.7162637,0.7771875,0.13111737,1.0233057,1.9088017,0.40972564,0.34248516,0.2857143
0.7162637,0.6260204,0.6093343,0.4553213,0.6246499,0.5602715,0.20238474,0.2857143
0.75790304,0.52524245,0.72888833,0.4644986,0.5503043,0.8339914,0.2239388,0.32142857
0.75790304,0.5756314,0.25067177,0.19223322,0.46018833,0.017393935,0.019176789,0.2857143
0.75790304,0.6764093,0.37022582,0.40433508,0.39485434,0.63326347,0.33170813,0.2857143
0.7995424,0.6260204,-0.10799071,0.3890394,0.775594,0.18162574,0.06228455,0.25
0.7995424,0.4244642,1.4462132,0.05966952,0.3114971,-0.25632587,0.011992144,0.25
0.7995424,0.7267983,0.48977986,0.57870734,0.9197795,0.5830814,0.30296955,0.25
0.8411818,0.7771875,0.8484424,1.1130412,1.6857649,0.8294292,0.6693857,0.2857143
0.8411818,0.7267983,1.0875508,0.77041507,1.0256658,0.99822307,0.33889288,0.25
0.8828212,0.6260204,0.37022582,0.61949635,1.0346773,0.27742767,0.3460774,0.25
0.8828212,0.92835444,0.8484424,0.8887026,0.9197795,1.1487689,0.7448244,0.32142857
0.9244606,0.87796545,-2.9772906,0.66844285,0.68547815,1.1624551,0.35685444,0.2857143
0.9660999,1.0795213,0.6093343,1.101824,1.2284267,1.468109,0.8561862,0.32142857
1.0077393,1.2306882,1.3266588,1.1446525,1.2937605,1.0392811,0.96754783,0.32142857
1.0077393,0.7267983,0.72888833,0.6235752,0.7598238,0.6697595,0.4754008,0.32142857
1.0493786,0.92835444,1.2071048,1.2955711,1.2712317,1.4452987,1.333964,0.2857143
1.0493786,0.92835444,0.37022582,0.7612375,0.9265382,1.212637,0.39636984,0.35714287
1.0910181,1.0795213,0.48977986,0.98149705,0.8724686,1.7190186,0.762786,0.35714287
1.0910181,1.0291324,0.8484424,1.1956384,1.0324246,1.7509526,0.8992939,0.32142857
1.1326579,1.2306882,1.0875508,1.054917,0.84092814,0.82030535,1.7039726,0.35714287
1.1742973,1.1802993,0.48977986,1.0895876,1.2149092,0.8978594,0.72686285,0.25
1.1742973,0.92835444,0.72888833,0.95600414,1.1000115,1.0073472,0.866963,0.2857143
1.2159367,0.9787434,1.5657673,1.0926468,1.1180346,1.1122732,0.8202629,0.2857143
1.3408548,1.3314667,1.8048759,1.7819779,1.3726119,1.6870847,1.6860111,0.4642857
1.3408548,1.1299102,0.6093343,1.4077405,1.5303149,1.7144566,1.1579406,0.32142857
1.3824942,1.3314667,0.37022582,1.2751768,1.1923803,1.185265,1.0860943,0.2857143
1.3824942,1.2306882,1.6853215,1.5382645,1.6947763,2.0474825,1.0609481,0.39285713
1.3824942,1.2306882,0.72888833,1.4781013,1.9606184,1.5319769,0.9388095,0.2857143
1.4241335,1.5330225,1.0875508,1.858457,2.3683927,1.7418284,1.4273642,0.32142857
1.465773,1.5834116,0.9679968,1.880891,2.4134507,1.4133649,1.4884337,0.2857143
1.465773,1.6841894,1.2071048,2.9454792,3.31461,2.1660945,2.8678827,0.39285713
1.465773,1.1802993,1.2071048,1.6677692,2.230966,1.1533312,1.1543484,0.2857143
1.5074123,1.4322447,0.72888833,0.7959079,1.2622201,0.50552756,0.44666225,0.2857143
1.5490518,1.5330225,0.9679968,1.6789861,1.6925236,1.8285067,1.5351336,0.35714287
1.5906911,1.4322447,1.2071048,2.397889,3.0960786,2.0657303,1.9302883,0.39285713
1.5906911,1.2810777,1.2071048,1.7269131,2.3864162,1.2080749,1.3016331,0.32142857
1.6323309,1.7345784,1.3266588,2.598774,3.0059628,2.7317817,2.1458275,0.32142857
1.6323309,1.4322447,1.4462132,2.3815737,2.4517503,2.631418,2.030873,0.32142857
1.6323309,1.5834116,0.13111737,0.7306459,1.4942684,0.12688181,0.21316177,0.25
1.6739703,0.9787434,1.0875508,2.3438444,3.00371,2.2345243,1.5207646,0.39285713
1.7156097,1.6841894,1.0875508,2.1429594,2.5756593,1.8193825,1.7506726,0.39285713
1.7572491,1.7849673,1.0875508,2.6416025,2.6702812,3.3704615,1.8764037,0.35714287
1.8405278,1.5834116,1.8048759,2.2479901,2.4179566,2.535616,1.8764037,0.35714287
1.8821672,1.6338005,1.6853215,2.87002,3.377691,3.0921798,2.199712,0.35714287
1.9238065,2.1880796,1.6853215,3.41863,3.7719479,3.0328739,3.1588602,0.35714287
1.9238065,1.7345784,1.5657673,2.401968,2.1183214,2.0155482,2.5589437,0.32142857
2.1320035,2.2384686,1.8048759,3.7286248,5.0853877,2.9005756,2.494282,0.35714287
-2.8230867,-0.33137083,-0.46665338,-0.74285066,-0.73610044,-0.6942776,-0.63821685,0.17857143
-2.3234138,-2.0445971,-1.9013032,-1.534154,-1.4660393,-1.519999,-1.5614418,0.10714286
-2.2817743,-2.246153,-1.7817491,-1.5504695,-1.4863154,-1.519999,-1.5542572,0.14285715
-2.2817743,-2.1957643,-1.7817491,-1.519878,-1.4435104,-1.510875,-1.5362957,0.14285715
-2.0735772,-2.1453753,-1.1839782,-1.4607341,-1.3736705,-1.378577,-1.460857,0.17857143
-1.8237407,-1.943819,-1.7817491,-1.4709313,-1.4209814,-1.460693,-1.4428954,0.14285715
-1.7821014,-1.8430412,-1.6621948,-1.4750103,0.3407848,-1.510875,-1.4285263,0.14285715
-1.740462,-1.792652,-1.4230866,-1.4097481,-1.3736705,-1.364891,-1.3961954,0.14285715
-1.740462,-1.792652,-1.6621948,-1.4566553,-1.4119698,-1.4333211,-1.4393032,0.14285715
-1.6571833,-1.8430412,-1.5426407,-1.4066889,-1.364659,-1.355767,-1.0692947,0.17857143
-1.6155436,-1.591096,-1.0644242,-1.2649478,-1.1596452,-1.2873372,-1.3423107,0.21428572
-1.6155436,-2.0445971,-1.0644242,-1.3648803,-1.2722901,-1.355767,-1.4033799,0.14285715
-1.5739043,-1.641485,-1.1839782,-1.2792238,-1.1866801,-1.2782131,-1.3710492,0.21428572
-1.5322648,-1.591096,-1.1839782,-1.3251112,-1.2700372,-1.3466432,-1.3207567,0.17857143
-1.4906255,-1.5407071,-1.0644242,-1.2934998,-1.2024503,-1.3101472,-1.3207567,0.17857143
-1.4906255,-1.5407071,-1.3035324,-1.2812632,-1.1461279,-1.3101472,-1.3566799,0.14285715
-1.448986,-1.38954,-1.5426407,-1.2516915,-1.1686568,-1.3192711,-1.2489104,0.17857143
-1.448986,-1.5407071,-1.1839782,-1.326131,-1.2339909,-1.3694532,-1.3387184,0.25
-1.3657072,-1.38954,-1.3035324,-1.2904408,-1.2249793,-1.3283951,-1.256095,0.10714286
-1.3240677,-1.38954,-1.3035324,-1.307776,-1.254267,-1.2645272,-1.2992029,0.17857143
-1.3240677,-1.38954,-1.3035324,-1.2904408,-1.2475082,-1.3055851,-1.2848336,0.21428572
-1.3240677,-1.4399291,-1.3035324,-1.2557702,-1.1934386,-1.2006593,-1.2848336,0.21428572
-1.2824284,-1.1879841,-1.1839782,-1.1915278,-1.2182205,-1.0501133,-1.1770642,0.21428572
-1.2824284,-1.288762,-1.3035324,-1.2476125,-1.1258518,-1.3283951,-1.2704643,0.17857143
-1.2407889,-1.1879841,-1.0644242,-1.2557702,-1.1866801,-1.2736511,-1.2776489,0.14285715
-1.2407889,-1.1879841,-1.3035324,-1.2037644,-1.0875525,-1.2371552,-1.2165797,0.21428572
-1.2407889,-1.3391509,-1.1839782,-1.245573,-1.2001975,-1.2782131,-1.1734719,0.17857143
-1.2407889,-1.3391509,-1.0644242,-1.1874489,-1.1235988,-1.2690891,-1.1591026,0.17857143
-1.2407889,-1.288762,-1.4230866,-1.2771844,-1.2475082,-1.2097831,-1.2489104,0.25
-1.2407889,-1.38954,-1.3035324,-1.245573,-1.1934386,-1.2918991,-1.2129874,0.21428572
-1.1991496,-1.3391509,-0.7057617,-1.1680743,-1.1235988,-1.1596013,-1.1734719,0.17857143
-1.1991496,-1.38954,-1.4230866,-1.2608688,-1.2294852,-1.2645272,-1.2129874,0.25
-1.1575103,-1.1879841,-1.1839782,-1.1568574,-1.1190931,-1.1048573,-1.1806566,0.2857143
-1.1575103,-1.288762,-1.3035324,-1.2465926,-1.1821742,-1.3010231,-1.2345412,0.25
-1.1575103,-1.0872059,-1.0644242,-1.07426,-0.93435544,-1.0866094,-1.187841,0.21428572
-1.1575103,-1.288762,-1.1839782,-1.2251786,-1.1573924,-1.2645272,-1.2453182,0.14285715
-1.1158708,-1.0872059,-1.0644242,-1.0242937,-0.8690214,-1.1231053,-1.0764793,0.21428572
-1.0742313,-1.0368168,-0.8253159,-1.1109699,-1.1078286,-1.1048573,-1.0369638,0.25
-1.0742313,-1.137595,-1.0644242,-1.1344235,-1.1010698,-1.0774853,-1.1052178,0.25
-1.0742313,-1.38954,-0.94486994,-1.081398,-0.9681489,-1.0911713,-1.1267717,0.14285715
-1.0325918,-1.1879841,-0.94486994,-1.1446207,-1.076288,-1.0957333,-1.1662872,0.14285715
-0.9909525,-1.238373,-1.1839782,-1.1507391,-1.0492532,-1.1869732,-1.1770642,0.17857143
-0.9493131,-0.7344828,-0.7057617,-1.0171555,-0.91182643,-1.0044934,-0.4945243,0.21428572
-0.8660343,-1.0368168,-1.1839782,-1.0212344,-0.8622627,-1.0866094,-1.1267717,0.17857143
-0.8243947,-0.83526105,-0.7057617,-1.0100175,-0.8397338,-1.2371552,-0.99744844,0.21428572
-0.8243947,-0.88565,-0.94486994,-1.067122,-1.0515062,-1.1002953,-0.9543406,0.21428572
-0.8243947,-0.9864279,-1.1839782,-1.0762994,-0.99518365,-1.0546753,-1.141141,0.21428572
-0.7827553,-0.68409383,-3.3359532,-0.8172903,-0.6887896,-0.86307144,-0.88967896,0.25
-0.7827553,-0.936039,-1.0644242,-0.9192624,-0.83072215,-0.91781545,-0.96511763,0.25
-0.741116,-0.936039,-0.7057617,-0.9386371,-0.89155036,-0.9953693,-0.85375583,0.21428572
-0.6994766,-0.68409383,-0.46665338,-0.7968959,-0.6662606,-0.89044344,-0.85375583,0.2857143
-0.6161978,-0.78487176,-0.8253159,-0.7765014,-0.68203086,-0.83569944,-0.85375583,0.2857143
-0.5745582,-0.6337049,-0.8253159,-0.87337494,-0.88028586,-0.95887345,-0.810648,0.25
-0.5745582,-0.43214875,-0.58620745,-0.8121917,-0.79016995,-0.66234356,-0.82142496,0.25
-0.5745582,-0.78487176,-0.94486994,-0.931499,-0.0061614495,-0.9406254,-0.92560214,0.25
-0.5329188,-0.48253772,-0.8253159,-0.7397916,-0.61669683,-0.74445957,-0.92560214,0.21428572
-0.5329188,-0.5833159,-0.8253159,-0.9345582,-0.90957355,-0.9451874,-0.8968636,0.2857143
-0.5329188,-0.43214875,-0.34709916,-0.7142985,-0.6910425,-0.6942776,-0.70287853,0.25
-0.49127945,-0.68409383,-0.7057617,-0.98452455,-0.9771605,-0.9816834,-0.9040482,0.35714287
-0.4496401,-0.43214875,-0.94486994,-0.8519608,-0.83072215,-0.86763346,-0.74598634,0.25
-0.4496401,-0.532927,0.9679968,-0.71123934,-0.69329536,-0.6897156,-0.6346246,0.25
-0.4496401,-0.532927,-0.46665338,-0.88867074,-0.86676854,-0.84026146,-0.88967896,0.25
-0.4080007,-0.532927,-0.94486994,-0.6633125,-0.4770171,-0.81745154,-0.7100632,0.25
-0.4080007,-0.28098187,-0.46665338,-0.7907775,-0.8149519,-0.84026146,-0.6346246,0.25
-0.4080007,-0.48253772,-0.7057617,-0.686766,-0.66851354,-0.6440956,-0.63821685,0.25
-0.36636132,-0.3817598,-0.34709916,-0.5817348,-0.51982224,-0.72621155,-0.5304474,0.2857143
-0.36636132,-0.532927,-0.58620745,-0.72653514,-0.6887896,-0.6258476,-0.7675403,0.25
-0.36636132,-0.43214875,-0.94486994,-0.74998873,-0.6257084,-0.8858815,-0.74598634,0.25
-0.24144296,-0.532927,-0.46665338,-0.6775886,-0.6549961,-0.6942776,-0.6418092,0.25
-0.24144296,-0.28098187,-0.22754511,-0.64495754,-0.63472,-0.5893517,-0.5663706,0.21428572
-0.24144296,-0.12981468,-0.46665338,-0.56236017,-0.6099381,-0.3931858,-0.51607823,0.25
-0.19980358,-0.28098187,-0.10799071,-0.47874305,-0.29227957,-0.69883955,-0.59151685,0.2857143
-0.19980358,0.12213013,-0.10799071,-0.31048903,-0.25848612,-0.35668987,-0.23228535,0.2857143
-0.19980358,-0.33137083,0.13111737,-0.50831485,-0.54235125,-0.3931858,-0.38675484,0.2857143
-0.19980358,0.021352207,0.011563333,-0.34108075,-0.45448813,-0.16508603,-0.30772397,0.2857143
-0.19980358,-0.33137083,-0.34709916,-0.5287093,-0.45223528,-0.51635975,-0.5879245,0.21428572
-0.19980358,-0.12981468,0.011563333,-0.42265832,-0.30129117,-0.5482937,-0.3149086,0.2857143
-0.1581642,-0.029036755,-0.22754511,-0.46344724,-0.260739,-0.6440956,-0.42267796,0.25
-0.1581642,-0.28098187,-0.46665338,-0.47874305,-0.4499824,-0.33844185,-0.42267796,0.21428572
-0.1581642,-0.12981468,-0.8253159,-0.566439,-0.50179905,-0.7079636,-0.48733965,0.25
-0.07488545,-0.28098187,-0.46665338,-0.4155203,-0.14809407,-0.46617773,-0.5663706,0.21428572
-0.07488545,0.12213013,-0.10799071,-0.2401283,-0.100783154,-0.33387992,-0.24306226,0.42857143
-0.07488545,-0.079425715,-0.10799071,-0.26970023,-0.17738177,-0.5026738,-0.45860118,0.2857143
-0.033246078,-0.079425715,-0.22754511,-0.5021966,-0.569386,-0.4023098,-0.42267796,0.32142857
-0.033246078,-0.12981468,-0.34709916,-0.33802158,-0.26524472,-0.4524918,-0.34723935,0.2857143
0.008393298,-0.079425715,-0.34709916,-0.26970023,0.043402202,-0.38406175,-0.53763205,0.2857143
0.008393298,0.12213013,0.37022582,0.02703851,0.30924422,-0.35668987,-0.24665453,0.2857143
0.050032675,0.07174117,-0.22754511,-0.27479884,0.14027691,-0.6349716,-0.51607823,0.2857143
0.050032675,0.12213013,0.37022582,-0.038223628,0.5097521,-0.6349716,-0.33646244,0.32142857
0.050032675,0.07174117,-0.7057617,-0.51851207,-0.48152298,-0.52092177,-0.35801637,0.2857143
0.050032675,0.17251939,-0.22754511,-0.12489993,0.26869205,-0.5482937,-0.20713915,0.2857143
0.09167255,-0.079425715,-0.10799071,-0.46140772,-0.31480852,-0.5437317,-0.6094784,0.2857143
0.09167255,0.07174117,0.25067177,-0.51443326,0.0005971573,-0.41599575,-0.09936969,0.25
0.09167255,0.021352207,-0.22754511,-0.23299028,-0.109794766,-0.33387992,-0.2251007,0.2857143
0.09167255,0.2732973,0.25067177,-0.22789168,-0.05347237,-0.32931784,-0.32209313,0.2857143
0.13331193,0.12213013,0.13111737,0.07496532,0.32501444,-0.16052395,-0.15325436,0.32142857
0.13331193,0.12213013,0.011563333,-0.20851706,-0.1751289,-0.32931784,-0.07063111,0.2857143
0.1749513,0.2732973,-0.10799071,-0.11674215,0.056919686,-0.29738387,-0.085000396,0.25
0.1749513,0.37407523,0.25067177,-0.058618024,-0.026437538,-0.16052395,-0.22869298,0.2857143
0.1749513,0.22290835,0.25067177,-0.2044381,-0.25848612,-0.4479297,0.112576954,0.32142857
0.1749513,-0.029036755,-0.10799071,-0.47772327,-0.4026715,-0.5665417,-0.38675484,0.25
0.21659067,0.22290835,0.13111737,-0.08003219,0.06818417,-0.087532,-0.11373887,0.35714287
0.21659067,-0.029036755,-0.34709916,-0.3624948,-0.28326795,-0.39774784,-0.27898538,0.2857143
0.21659067,0.22290835,0.25067177,0.093320295,0.24165723,0.09038589,0.06587682,0.2857143
0.21659067,0.2732973,0.011563333,-0.15345211,-0.13908246,-0.22895397,-0.045484908,0.32142857
0.21659067,0.17251939,-0.10799071,-0.20035927,-0.12105924,-0.23807798,-0.17121592,0.2857143
0.25823006,0.32368627,0.011563333,0.08516264,0.21462253,-0.22439191,0.11616922,0.2857143
0.25823006,0.22290835,0.37022582,-0.18200429,-0.20666946,-0.33844185,0.295785,0.32142857
0.25823006,0.22290835,0.011563333,-0.12693934,-0.082760066,-0.14227593,-0.06344646,0.2857143
0.25823006,0.17251939,0.13111737,-0.077992775,-0.048966497,-0.037350137,-0.09936969,0.2857143
0.29986942,0.17251939,-0.10799071,-0.016809465,0.054666683,0.040203895,-0.020338703,0.2857143
0.29986942,0.17251939,0.13111737,-0.28703547,-0.22469255,-0.45705372,-0.16043901,0.2857143
0.29986942,0.37407523,0.37022582,0.80610514,0.8882391,1.2947528,0.2203463,0.32142857
0.29986942,0.47485346,0.13111737,0.29624474,0.8454339,-0.17420991,-0.027523348,0.2857143
0.3415088,0.32368627,0.8484424,0.091280885,0.2461631,0.26830363,-0.20713915,0.35714287
0.3415088,0.4244642,0.13111737,0.042334307,0.27995652,-0.11034196,-0.09936969,0.25
0.3415088,0.37407523,0.25067177,-0.066775806,0.018620377,0.031079885,-0.14247745,0.25
0.3415088,-0.18020394,-0.34709916,-0.17282674,-0.033196278,-0.4616158,-0.5053012,0.35714287
0.3831482,0.4244642,0.13111737,-0.15855071,-0.3463491,0.3549817,-0.12451589,0.32142857
0.3831482,0.4244642,-0.10799071,-0.07085464,0.09972473,-0.35668987,0.04432299,0.25
0.3831482,0.52524245,-0.10799071,0.3074617,0.1695646,0.6560734,0.19160794,0.2857143
0.3831482,0.2732973,0.72888833,0.090261236,0.1019776,0.021955872,0.22753106,0.32142857
0.3831482,0.32368627,-0.22754511,-0.12693934,-0.055725235,-0.019102111,-0.2646161,0.32142857
0.3831482,0.2732973,-0.34709916,0.13818805,0.10648334,0.026517946,0.25986192,0.2857143
0.42478755,0.12213013,-0.10799071,0.057630107,0.45793545,-0.3065079,-0.18917748,0.32142857
0.42478755,0.7267983,0.6093343,0.5083466,0.68322515,0.2637417,0.48258534,0.2857143
0.42478755,0.52524245,0.37022582,0.12901062,0.37007248,-0.041912075,-0.1352928,0.32142857
0.46642694,0.52524245,0.37022582,1.2456048,1.4064057,0.8431153,0.40714684,0.32142857
0.46642694,0.47485346,-0.10799071,-0.067795575,0.20561092,-0.12402804,-0.2502469,0.32142857
0.46642694,0.37407523,0.25067177,0.05966952,0.18308195,-0.22439191,0.101799935,0.25
0.5080663,0.5756314,0.37022582,0.174898,0.43315363,0.14512983,-0.027523348,0.2857143
0.5080663,0.8275765,1.0875508,0.6980148,0.7327891,0.66519755,0.6909397,0.32142857
0.5080663,0.6764093,0.48977986,0.45226213,0.54354554,0.48727953,0.33170813,0.32142857
0.5080663,0.52524245,0.6093343,0.5807469,1.0053896,0.49184158,0.25267714,0.32142857
0.5080663,0.6260204,0.6093343,1.183402,1.9854003,0.4416596,0.40355438,0.32142857
0.5080663,0.6764093,0.25067177,0.48183408,0.775594,0.1679398,0.35685444,0.32142857
0.5080663,0.4244642,0.9679968,-0.059637792,-0.10528903,0.044765834,-0.013154059,0.25
0.5497057,0.37407523,-0.10799071,-0.11674215,-0.14133532,-0.055598024,-0.06344646,0.2857143
0.5497057,0.6260204,0.9679968,0.7306459,1.0774825,0.42341158,0.5113239,0.2857143
0.5497057,0.47485346,0.37022582,0.11575423,0.12901244,0.0675758,0.25986192,0.32142857
0.59134555,0.5756314,0.25067177,0.30848145,0.23489861,0.14056775,-0.09577731,0.32142857
0.59134555,0.5756314,0.37022582,0.4022958,0.4737058,-0.6258476,0.4754008,0.39285713
0.63298494,0.6764093,0.72888833,0.61745685,0.66970795,0.8339914,0.5041392,0.32142857
0.63298494,0.7267983,0.37022582,0.37782255,0.41287753,0.07213787,0.6190933,0.35714287
0.63298494,0.6764093,0.25067177,0.59400326,0.9265382,0.60132945,0.2239388,0.32142857
0.63298494,0.5756314,0.37022582,0.43084785,0.5232695,0.63326347,0.295785,0.35714287
0.63298494,0.47485346,0.13111737,0.123912014,0.26869205,-0.08297006,0.21675403,0.32142857
0.63298494,0.52524245,0.37022582,0.2666729,0.3880956,0.07669981,0.40355438,0.35714287
0.6746243,0.7771875,0.25067177,0.83465743,1.2261736,0.41428757,0.6550166,0.35714287
0.6746243,0.8275765,0.011563333,0.29930392,0.26869205,0.23180774,0.54724705,0.32142857
